word,sentiment
insane,0
insanely,0
insanity,0
insatiable,0
insecure,0
insecurity,0
insecurity,0
insensible,0
insensitive,0
insensitively,0
insensitivity,0
insensitivity,0
insidious,0
insidiously,0
insignificance,0
insignificant,0
insignificantly,0
insincere,0
insincerely,0
insincerity,0
insinuating,0
insinuation,0
insinuation,0
insociable,0
isolation,0
insolence,0
insolence,0
insolent,0
insolently,0
insolvent,0
insouciance,0
instability,0
instable,0
instigator,0
instigators,0
insubordinate,0
insubstantial,0
insubstantially,0
insufferable,0
insufferably,0
insufficiency,0
insufficient,0
insufficiently,0
insular,0
insult,0
insulted,0
insulting,0
insulting,0
insultingly,0
insupportable,0
insupportably,0
insurmountable,0
insurmountably,0
insurrection,0
insurrection,0
interference,0
interference,0
intermittent,0
interruption,0
intimidating,0
intimidatingly,0
intimidation,0
intimidation,0
intolerable,0
intolerablely,0
intolerance,0
intolerance,0
intolerant,0
intractable,0
intransigence,0
intransigence,0
intransigent,0
intrusion,0
intrusive,0
inundated,0
invader,0
invader,0
invalid,0
invalidity,0
invasive,0
invective,0
invidious,0
invidiously,0
invidiousness,0
involuntarily,0
involuntary,0
irate,0
irately,0
ire,0
irksome,0
ironic,0
ironies,0
ironies,0
irony,0
irrational,0
irrationality,0
irrationally,0
irreconcilable,0
irredeemable,0
irredeemably,0
irreformable,0
irregular,0
irregularity,0
irrelevance,0
irrelevant,0
irreparable,0
irreplacible,0
irrepressible,0
irresolute,0
irresolvable,0
irresponsible,0
irresponsibly,0
irretrievable,0
irreverence,0
irreverent,0
irreverently,0
irreversible,0
irreversible,0
irritable,0
irritably,0
irritant,0
irritated,0
irritating,0
irritation,0
irritation,0
isolated,0
isolation,0
jaded,0
jam,0
jaundiced,0
jealous,0
jealously,0
jealousness,0
jealousy,0
jeer,0
jeers,0
jeopardy,0
jittery,0
jobless,0
joker,0
jumpy,0
junk,0
junky,0
juvenile,0
kaput,0
keen,0
kick,0
kick,0
killer,0
killer,0
killjoy,0
knave,0
knock,0
kook,0
kooky,0
lack,0
lack,0
lackadaisical,0
lackey,0
lackeys,0
lackeys,0
lacking,0
laconic,0
lame,0
lame-duck,0
lamentable,0
lamentably,0
languid,0
lanky,0
languor,0
languorous,0
languorously,0
lapse,0
lascivious,0
last-ditch,0
last-ditch,0
laugh,0
laughable,0
laughably,0
laughingstock,0
laughter,0
lawbreaker,0
lawbreaking,0
lawless,0
lawlessness,0
lawlessness,0
lax,0
lax,0
lazy,0
leakage,0
leaky,0
least,0
lech,0
lecher,0
lecher,0
lecherous,0
lechery,0
lecture,0
leech,0
leech,0
leer,0
leery,0
left-leaning,0
less,0
less-developed,0
lesser,0
lesser-known,0
letch,0
lethal,0
lethargic,0
lethargy,0
lewd,0
lewdly,0
lewdness,0
liable,0
liability,0
liability,0
liar,0
liar,0
liars,0
liars,0
licentious,0
licentiously,0
licentiousness,0
lie,0
lie,0
lie,0
lier,0
lies,0
lies,0
life-threatening,0
lifeless,0
limit,0
limitation,0
limited,0
limp,0
listless,0
litigious,0
little,0
little-known,0
livid,0
lividly,0
loath,0
loathe,0
loathing,0
loathly,0
loathsome,0
loathsomely,0
lone,0
lone,0
loneliness,0
lonely,0
lonesome,0
longing,0
longingly,0
loophole,0
loopholes,0
loopholes,0
loot,0
lorn,0
losing,0
losing,0
loser,0
loss,0
lost,0
lousy,0
loveless,0
lovelorn,0
low,0
low-rated,0
lowly,0
ludicrous,0
ludicrously,0
lukewarm,0
lunatic,0
lunatic,0
lunaticism,0
lurid,0
lurking,0
lying,0
macabre,0
mad,0
maddening,0
maddeningly,0
madder,0
madder,0
madly,0
madman,0
madness,0
maladjusted,0
maladjustment,0
malady,0
malaise,0
malcontent,0
malcontent,0
malcontented,0
maledict,0
malevolence,0
malevolent,0
malevolently,0
malice,0
malicious,0
maliciously,0
maliciousness,0
malign,0
malignant,0
malodorous,0
maltreatment,0
maltreatment,0
maneuver,0
maneuver,0
mania,0
maniac,0
maniacal,0
manic,0
manipulation,0
manipulation,0
manipulative,0
manipulators,0
manipulators,0
mar,0
marginal,0
marginally,0
martyrdom,0
martyrdom-seeking,0
massacre,0
massacres,0
maverick,0
mawkish,0
mawkishly,0
mawkishness,0
maxi-devaluation,0
maxi-devaluation,0
meager,0
mean,0
meaningless,0
meanness,0
mediocre,0
mediocrity,0
melancholy,0
melodramatic,0
melodramatically,0
menace,0
menacing,0
menacingly,0
mendacious,0
mendacity,0
menial,0
merciless,0
mercilessly,0
mere,0
mess,0
mess,0
messy,0
midget,0
midget,0
militancy,0
militancy,0
mindless,0
mindlessly,0
mirage,0
mirage,0
mire,0
misbecoming,0
misbegotten,0
misbehavior,0
miscalculation,0
miscalculation,0
mischief,0
mischief,0
mischievous,0
mischievously,0
misconception,0
misconceptions,0
misconceptions,0
miscreant,0
miscreants,0
misdirection,0
miser,0
miserly,0
miserable,0
miserableness,0
miserably,0
miseries,0
misery,0
misery,0
misfit,0
misfortune,0
misgiving,0
misgivings,0
misguidance,0
misguided,0
mishap,0
misinformed,0
misjudgment,0
mislead,0
misleading,0
misreading,0
misreading,0
misstatement,0
mistake,0
mistake,0
mistakes,0
mistakes,0
mistrust,0
mistrust,0
misunderstand,0
misunderstood,0
misunderstanding,0
misunderstanding,0
misunderstanding,0
misunderstandings,0
misunderstandings,0
mock,0
mockeries,0
mockery,0
mocking,0
mockingly,0
molestation,0
monotonous,0
monotony,0
monster,0
monstrosities,0
monstrosity,0
monstrous,0
monstrously,0
moody,0
moot,0
morbid,0
morbidly,0
mordant,0
mordantly,0
moribund,0
mortification,0
mortified,0
mortifying,0
mortifying,0
motionless,0
motley,0
mourner,0
mournful,0
mournfully,0
muddy,0
mudslinger,0
mudslinging,0
mulish,0
multi-polarization,0
multi-polarization,0
mundane,0
murder,0
murderous,0
murderously,0
murky,0
muscle-flexing,0
mysterious,0
mysteriously,0
mystery,0
mistified,0
myth,0
myth,0
naive,0
naively,0
narrow,0
narrower,0
narrower,0
nastily,0
nastiness,0
nasty,0
nationalism,0
nationalism,0
naughty,0
nauseating,0
nauseatingly,0
nebulous,0
nebulous,0
nebulously,0
need,0
need,0
needless,0
needlessly,0
needy,0
nefarious,0
nefariously,0
negation,0
negative,0
neglect,0
neglected,0
negligent,0
negligence,0
negligible,0
nemesis,0
nettlesome,0
nervous,0
nervously,0
nervousness,0
neurotic,0
neurotically,0
nightmare,0
nightmarish,0
nightmarishly,0
noisy,0
non-confidence,0
non-confidence,0
nonexistent,0
nonsense,0
nosey,0
notorious,0
notoriously,0
nuisance,0
nuisance,0
obese,0
obese,0
objection,0
objection,0
objectionable,0
objections,0
objections,0
oblique,0
obliterated,0
oblivious,0
oblivious,0
obnoxious,0
obnoxiously,0
obscene,0
obscenely,0
obscenity,0
obscure,0
obsession,0
obsessions,0
obsessive,0
obsessively,0
obsessiveness,0
obsolete,0
obstacle,0
obstacle,0
obstinate,0
obstinately,0
obstruction,0
obtrusive,0
obtuse,0
obviously,0
odd,0
oddities,0
oddities,0
oddity,0
oddly,0
offence,0
offence,0
offend,0
offending,0
offenses,0
offenses,0
offensive,0
offensive,0
offensively,0
offensiveness,0
officious,0
ominous,0
ominously,0
omission,0
one-side,0
one-sided,0
onerous,0
onerously,0
onslaught,0
onslaught,0
opinionated,0
opponent,0
opportunistic,0
opposition,0
opposition,0
oppositions,0
oppositions,0
oppression,0
oppression,0
oppressive,0
oppressively,0
oppressiveness,0
oppressors,0
oppressors,0
orphan,0
outbreak,0
outburst,0
outburst,0
outbursts,0
outbursts,0
outcast,0
outcry,0
outdated,0
outlaw,0
outmoded,0
outrage,0
outraged,0
outrageous,0
outrageously,0
outrageousness,0
outrages,0
outsider,0
over-acted,0
over-valuation,0
over-valuation,0
overacted,0
overbalanced,0
overbearing,0
overbearingly,0
overblown,0
overdone,0
overdue,0
overkill,0
oversight,0
oversimplification,0
oversimplified,0
oversized,0
overstatement,0
overstatement,0
overstatements,0
overtaxed,0
overwhelming,0
overwhelmingly,0
overworked,0
overzealous,0
overzealously,0
pain,0
pain,0
painful,0
painfully,0
pains,0
pains,0
pale,0
pale,0
paltry,0
pandemonium,0
panic,0
panicky,0
paradoxical,0
paradoxically,0
paralize,0
paralyzed,0
paranoia,0
paranoid,0
parasite,0
pariah,0
partiality,0
partiality,0
partisan,0
partisan,0
partisans,0
partisans,0
passe,0
passive,0
passive,0
passiveness,0
passiveness,0
pathetic,0
pathetically,0
paucity,0
paucity,0
pauper,0
paupers,0
paupers,0
payback,0
payback,0
peculiar,0
pedantic,0
pedestrian,0
peeved,0
peevish,0
peevishly,0
penalty,0
penalty,0
perfidious,0
perfidity,0
perfunctory,0
perfunctory,0
peril,0
perilous,0
perilously,0
peripheral,0
pernicious,0
perplexed,0
perplexing,0
perplexity,0
persecution,0
persecution,0
pertinacious,0
pertinaciously,0
pertinacity,0
perturbed,0
perverse,0
perversely,0
perversion,0
perversity,0
perverted,0
pessimism,0
pessimistic,0
pessimistically,0
pest,0
pestilent,0
petrified,0
petty,0
phobia,0
phobic,0
phony,0
picky,0
pillage,0
pinch,0
pitiable,0
pitiful,0
pitifully,0
pitiless,0
pitilessly,0
pittance,0
pity,0
plague,0
plague,0
plaything,0
plaything,0
plea,0
pleas,0
pleas,0
plebeian,0
plight,0
plotters,0
plotters,0
ploy,0
ploy,0
plunderer,0
pointless,0
pointlessly,0
poison,0
poison,0
poisonous,0
poisonously,0
polarisation,0
polarisation,0
polluter,0
polluter,0
polluters,0
polluters,0
polution,0
pompous,0
poor,0
poorly,0
posturing,0
posturing,0
poverty,0
powerless,0
pratfall,0
precarious,0
precariously,0
precipitous,0
predatory,0
predicament,0
prejudice,0
prejudice,0
prejudicial,0
premeditated,0
preposterous,0
preposterously,0
pressing,0
pressing,0
presumptuous,0
presumptuously,0
pretence,0
pretence,0
pretend,0
pretense,0
pretense,0
pretentious,0
pretentiously,0
pricey,0
prickles,0
prickles,0
prideful,0
primitive,0
primitive,0
prison,0
prisoner,0
problem,0
problematic,0
problematic,0
problems,0
problems,0
procrastination,0
profane,0
profanity,0
prohibitive,0
prohibitively,0
propaganda,0
propaganda,0
proscription,0
proscription,0
proscriptions,0
proscriptions,0
protest,0
protest,0
protests,0
protests,0
protracted,0
provocation,0
provocation,0
provocative,0
provocative,0
pugnacious,0
pugnaciously,0
pugnacity,0
punch,0
punch,0
punishable,0
punitive,0
punitive,0
puny,0
puppet,0
puppet,0
puppets,0
puppets,0
puzzled,0
puzzlement,0
puzzling,0
qualms,0
qualms,0
quandary,0
quarrel,0
quarrel,0
quarrellous,0
quarrellously,0
quarrels,0
quarrelsome,0
queer,0
questionable,0
quitter,0
racism,0
racism,0
racist,0
racist,0
racist,0
racists,0
racists,0
radical,0
radical,0
radical,0
radicalization,0
radicalization,0
radically,0
radicals,0
rage,0
ragged,0
raging,0
rampant,0
ramshackle,0
rancor,0
rank,0
ranting,0
rantingly,0
rascal,0
rash,0
rat,0
raving,0
reactionary,0
rebellious,0
recalcitrant,0
recession,0
recessionary,0
reckless,0
recklessly,0
recklessness,0
recourses,0
recourses,0
redundancy,0
redundant,0
refusal,0
refusal,0
refuse,0
refutation,0
refutation,0
regression,0
regressive,0
regret,0
regret,0
regretful,0
regretfully,0
regrettable,0
regrettably,0
rejection,0
rejection,0
relentless,0
relentlessly,0
relentlessness,0
reluctance,0
reluctance,0
reluctant,0
reluctantly,0
remorse,0
remorseful,0
remorsefully,0
remorseless,0
remorselessly,0
remorselessness,0
renunciation,0
repetitive,0
reprehensible,0
reprehensibly,0
reprehension,0
reprehensive,0
repression,0
repression,0
repressive,0
reproach,0
reproach,0
reproachful,0
reprovingly,0
repudiation,0
repudiation,0
repugnance,0
repugnant,0
repugnantly,0
repulsed,0
repulsing,0
repulsive,0
repulsively,0
repulsiveness,0
resentful,0
resentment,0
resentment,0
reservations,0
reservations,0
resigned,0
resistance,0
resistance,0
resistant,0
resistant,0
restless,0
restlessness,0
restricted,0
restriction,0
restrictive,0
retaliatory,0
reticent,0
retreat,0
revenge,0
revengeful,0
revengefully,0
reviled,0
revolting,0
revoltingly,0
revulsion,0
revulsive,0
rhetoric,0
rhetoric,0
rhetorical,0
rhetorical,0
ridicule,0
ridiculous,0
ridiculously,0
rife,0
rift,0
rift,0
rifts,0
rifts,0
rigid,0
rigor,0
rigorous,0
riled,0
risk,0
risk,0
risky,0
rival,0
rivalry,0
roadblocks,0
roadblocks,0
rocky,0
rogue,0
rogue,0
rollercoaster,0
rollercoaster,0
rot,0
rotten,0
rough,0
rubbish,0
rude,0
rue,0
ruffian,0
ruin,0
ruin,0
ruinous,0
rumbling,0
rumbling,0
rumor,0
rumor,0
rumors,0
rumors,0
rumours,0
rumours,0
run-down,0
runaway,0
rupture,0
rusty,0
ruthless,0
ruthlessly,0
ruthlessness,0
sacrifice,0
sacrifice,0
sad,0
sadly,0
sadness,0
salacious,0
sanctimonious,0
sanctimonious,0
sarcasm,0
sarcastic,0
sarcastically,0
sardonic,0
sardonically,0
sass,0
satirical,0
savage,0
savage,0
savaged,0
savagely,0
savagery,0
savages,0
scandal,0
scandal,0
scandalized,0
scandalous,0
scandalously,0
scandals,0
scant,0
scapegoat,0
scar,0
scarred,0
scarce,0
scarcely,0
scarcity,0
scared,0
scarier,0
scariest,0
scarily,0
scars,0
scars,0
scary,0
scary,0
scathing,0
scathingly,0
scheme,0
scheming,0
scoffingly,0
scolding,0
scoldingly,0
scorching,0
scorchingly,0
scornful,0
scornfully,0
scoundrel,0
scourge,0
scowl,0
screech,0
scum,0
scummy,0
second-class,0
second-tier,0
secretive,0
secretive,0
sedentary,0
seedy,0
seething,0
self-coup,0
self-coup,0
self-criticism,0
self-criticism,0
self-defeating,0
self-destructive,0
self-humiliation,0
self-humiliation,0
self-interest,0
self-interest,0
self-interested,0
self-serving,0
self-serving,0
selfinterested,0
selfish,0
selfishly,0
selfishness,0
senile,0
senseless,0
senselessly,0
serious,0
seriously,0
seriousness,0
servitude,0
set-up,0
set-up,0
sever,0
severe,0
severe,0
severely,0
severity,0
shabby,0
shadowy,0
shady,0
shaky,0
shallow,0
sham,0
shambles,0
shame,0
shameful,0
shameful,0
shamefully,0
shamefully,0
shamefulness,0
shameless,0
shamelessly,0
shamelessness,0
shark,0
sharp,0
sharply,0
sheer,0
shirker,0
shipwreck,0
shock,0
shock,0
shocking,0
shockingly,0
shoddy,0
short-lived,0
shortage,0
shortcoming,0
shortcomings,0
shortsighted,0
shortsightedness,0
showdown,0
showdown,0
shred,0
shrew,0
shrill,0
shrill,0
shrilly,0
shrouded,0
shrug,0
shunned,0
shy,0
shyly,0
shyness,0
sick,0
sickly,0
sickening,0
sickening,0
sickeningly,0
sickness,0
sidetracked,0
siege,0
sillily,0
silly,0
simplistic,0
simplistic,0
simplistically,0
sin,0
sin,0
sinful,0
sinfully,0
sinister,0
sinisterly,0
sinking,0
sinking,0
skeletons,0
skeletons,0
skeptical,0
skeptical,0
skeptically,0
skepticism,0
skepticism,0
sketchy,0
skimpy,0
skittish,0
skittishly,0
slack,0
slander,0
slanderer,0
slanderous,0
slanderously,0
slanders,0
slanders,0
slashing,0
slashing,0
slaughter,0
slaughter,0
slaughtered,0
slaves,0
slaves,0
sleazy,0
slight,0
slight,0
slightly,0
slime,0
sloppy,0
sloppily,0
sloth,0
slothful,0
slow,0
slowly,0
slow-moving,0
slug,0
sluggish,0
slump,0
slump,0
slur,0
sly,0
smack,0
smack,0
smash,0
smokescreen,0
smokescreen,0
smoldering,0
smouldering,0
smug,0
smugly,0
smut,0
smuttier,0
smuttiest,0
smutty,0
snare,0
snarl,0
sneak,0
sneakily,0
sneaky,0
sneer,0
sneering,0
sneeringly,0
so-cal,0
so-called,0
sober,0
sobering,0
solemn,0
solemn,0
somber,0
sore,0
sore,0
sorely,0
soreness,0
sorrow,0
sorrowful,0
sorrowfully,0
sorry,0
sounding,0
sour,0
sourly,0
spade,0
spade,0
spilling,0
spilling,0
spinster,0
spiritless,0
spite,0
spiteful,0
spitefully,0
spitefulness,0
split,0
splitting,0
spookier,0
spookiest,0
spookily,0
spooky,0
spooky,0
spoon-fed,0
spoonfed,0
sporadic,0
spot,0
spotty,0
spurious,0
squabbling,0
staggering,0
staggeringly,0
stagnant,0
stagnation,0
staid,0
stake,0
stake,0
stale,0
stalemate,0
stampede,0
stampede,0
standstill,0
stark,0
starkly,0
startling,0
startlingly,0
starvation,0
static,0
stealing,0
steep,0
steeply,0
stench,0
stereotype,0
stereotypical,0
stereotypically,0
stern,0
stern,0
sticky,0
stiff,0
stifling,0
stiflingly,0
stigma,0
sting,0
sting,0
stinging,0
stingingly,0
stink,0
stinking,0
stodgy,0
stole,0
stolen,0
stolen,0
stooge,0
stooges,0
stooges,0
stormy,0
straggler,0
strain,0
strained,0
strange,0
strenuous,0
stress,0
stressful,0
stressfully,0
stricken,0
strict,0
strictly,0
strident,0
stridently,0
strife,0
stringent,0
stringently,0
struggle,0
struggle,0
stubborn,0
stubbornly,0
stubbornness,0
stuffy,0
stunt,0
stunted,0
stupid,0
stupidity,0
stupidly,0
stupified,0
stupor,0
sty,0
sty,0
subdued,0
subjected,0
subjection,0
subjugate,0
subjugation,0
submissive,0
subordinate,0
subordinate,0
subservience,0
subservient,0
substandard,0
subversion,0
subversive,0
subversively,0
sucker,0
sufferer,0
sufferers,0
sufferers,0
suffering,0
suffering,0
sugar-coated,0
sugarcoated,0
suicidal,0
suicide,0
sullen,0
superficial,0
superficial,0
superficiality,0
superficially,0
superfluous,0
superiority,0
superiority,0
superstition,0
superstitious,0
suppression,0
suppression,0
supremacy,0
supremacy,0
surrender,0
surrender,0
susceptible,0
suspect,0
suspect,0
suspicion,0
suspicion,0
suspicions,0
suspicions,0
suspicious,0
suspicious,0
suspiciously,0
swamped,0
swear,0
swipe,0
swipe,0
swore,0
sympathetic,0
sympathetic,0
sympathetically,0
sympathies,0
sympathies,0
sympathy,0
sympathy,0
symptom,0
syndrome,0
syndrome,0
taboo,0
taboo,0
tainted,0
tangled,0
tantrum,0
tardy,0
taunt,0
taunting,0
tauntingly,0
taunts,0
tawdry,0
teasingly,0
taxing,0
tedious,0
tediously,0
temerity,0
temper,0
tempest,0
temptation,0
tense,0
tension,0
tension,0
tentative,0
tentatively,0
tenuous,0
tenuously,0
tepid,0
terrible,0
terribleness,0
terribly,0
terror,0
terror-genic,0
terror-genic,0
terrorism,0
thankless,0
thirst,0
thorny,0
thorny,0
thoughtless,0
thoughtlessly,0
thoughtlessness,0
threat,0
threat,0
threatening,0
threatening,0
threats,0
threats,0
thumbs,0
thumbs,0
timid,0
timidity,0
timidly,0
timidness,0
tiny,0
tired,0
tiresome,0
tiring,0
tiring,0
tiringly,0
toll,0
toll,0
torment,0
tormented,0
torrent,0
torture,0
tortured,0
tortuous,0
torturous,0
torturously,0
totalitarian,0
touchy,0
toughness,0
toughness,0
toxic,0
tragedy,0
tragedy,0
tragic,0
tragically,0
traitor,0
traitorous,0
traitorously,0
traitorously,0
tramp,0
transgression,0
trauma,0
trauma,0
traumatic,0
traumatic,0
traumatically,0
traumatized,0
travesties,0
travesty,0
treacherous,0
treacherously,0
treachery,0
treason,0
treasonous,0
trial,0
trick,0
trick,0
tricky,0
tricky,0
trickery,0
trivial,0
trivial,0
trivially,0
trouble,0
trouble,0
troublemaker,0
troublemaker,0
troublesome,0
troublesome,0
troublesomely,0
truant,0
trying,0
tumultuous,0
turbulent,0
turmoil,0
twist,0
twisted,0
twists,0
twists,0
tyrannical,0
tyrannically,0
tyranny,0
tyrant,0
ugliness,0
ugliness,0
ugly,0
ulterior,0
ultimatum,0
ultimatums,0
ultimatums,0
ultra-hardline,0
ultra-hardline,0
unable,0
unacceptable,0
unacceptablely,0
unaccustomed,0
unattractive,0
unauthentic,0
unavailable,0
unavoidable,0
unavoidably,0
unbearable,0
unbearablely,0
unbelievable,0
unbelievably,0
uncertain,0
uncivil,0
uncivilized,0
uncivilized,0
unclean,0
unclear,0
uncollectible,0
uncomfortable,0
uncompetitive,0
uncompromising,0
uncompromisingly,0
unconfirmed,0
unconstitutional,0
uncontrolled,0
unconvincing,0
unconvincingly,0
uncouth,0
undecided,0
undefined,0
undependability,0
undependable,0
underdog,0
underdog,0
underlings,0
underlings,0
underpaid,0
undesirable,0
undetermined,0
undid,0
undignified,0
undo,0
undocumented,0
undone,0
undue,0
unease,0
unease,0
uneasily,0
uneasiness,0
uneasiness,0
uneasy,0
uneconomical,0
unethical,0
uneven,0
uneventful,0
unexpected,0
unexplained,0
unfair,0
unfairly,0
unfaithful,0
unfaithfully,0
unfamiliar,0
unfavorable,0
unfeeling,0
unfinished,0
unfit,0
unforeseen,0
unfortunate,0
unfounded,0
unfriendly,0
unfulfilled,0
unfunded,0
ungrateful,0
ungovernable,0
ungovernable,0
unhappily,0
unhappiness,0
unhappy,0
unhealthy,0
unilateralism,0
unilateralism,0
unimaginable,0
unimaginably,0
unimportant,0
uninformed,0
uninsured,0
unipolar,0
unipolar,0
unjust,0
unjustifiable,0
unjustifiably,0
unjustified,0
unkind,0
unkindly,0
unlamentable,0
unlamentably,0
unlawful,0
unlawfully,0
unlawfulness,0
unlawfulness,0
unlicensed,0
unlucky,0
unmoved,0
unnatural,0
unnecessary,0
unneeded,0
unnerved,0
unnerving,0
unnervingly,0
unnoticed,0
unobserved,0
unorthodox,0
unorthodoxy,0
unpleasant,0
unpleasantries,0
unpleasantries,0
unpopular,0
unprecedent,0
unprecedented,0
unpredictable,0
unprepared,0
unproductive,0
unprofitable,0
unqualified,0
unravel,0
unravel,0
unraveled,0
unrealistic,0
unreasonable,0
unreasonably,0
unrelenting,0
unrelentingly,0
unreliability,0
unreliability,0
unreliable,0
unresolved,0
unrest,0
unruly,0
unsafe,0
unsatisfactory,0
unsavory,0
unscrupulous,0
unscrupulously,0
unsettled,0
unsettlingly,0
unskilled,0
unsophisticated,0
unsound,0
unspeakable,0
unspeakablely,0
unspecified,0
unstable,0
unsteadily,0
unsteadiness,0
unsteady,0
unsuccessful,0
unsuccessfully,0
unsupported,0
unsure,0
unsuspecting,0
unsustainable,0
untenable,0
untested,0
unthinkable,0
unthinkably,0
untimely,0
untrue,0
untrustworthy,0
untruthful,0
unusual,0
unusually,0
unwanted,0
unwarranted,0
unwelcome,0
unwieldy,0
unwilling,0
unwillingly,0
unwillingness,0
unwise,0
unwisely,0
unworkable,0
unworthy,0
unyielding,0
upheaval,0
uprising,0
uproar,0
uproarious,0
uproariously,0
uproarous,0
uproarously,0
upset,0
upsetting,0
upsettingly,0
urgency,0
urgency,0
urgent,0
urgent,0
urgently,0
useless,0
usurper,0
utter,0
utterly,0
vagrant,0
vague,0
vague,0
vagueness,0
vain,0
vainly,0
vanity,0
vehement,0
vehemently,0
vengeance,0
vengeful,0
vengefully,0
vengefulness,0
venom,0
venom,0
venomous,0
venomously,0
vent,0
vent,0
vestiges,0
vestiges,0
veto,0
veto,0
vexation,0
vexing,0
vexingly,0
vice,0
vicious,0
viciously,0
viciousness,0
vile,0
vileness,0
villainous,0
villainously,0
villains,0
villains,0
villian,0
villianous,0
villianously,0
vindictive,0
vindictively,0
vindictiveness,0
violation,0
violator,0
violator,0
violent,0
violently,0
viper,0
virulence,0
virulent,0
virulently,0
virus,0
virus,0
vocally,0
vociferous,0
vociferously,0
void,0
volatile,0
volatility,0
vomit,0
vulgar,0
waning,0
waning,0
wanton,0
war,0
war,0
war-like,0
war-like,0
warfare,0
warlike,0
warning,0
warning,0
warped,0
wary,0
warily,0
wariness,0
waste,0
wasteful,0
wastefulness,0
watchdog,0
watchdog,0
wayward,0
weak,0
weakening,0
weakening,0
weakness,0
weakness,0
weaknesses,0
weaknesses,0
weariness,0
wearisome,0
weary,0
weary,0
wedge,0
wedge,0
wee,0
weed,0
weird,0
weird,0
weirdly,0
whips,0
whips,0
wicked,0
wickedly,0
wickedness,0
widespread,0
wild,0
wildly,0
wiles,0
wily,0
withheld,0
withhold,0
woe,0
woebegone,0
woeful,0
woefully,0
worn,0
worried,0
worriedly,0
worrier,0
worries,0
worries,0
worrisome,0
worry,0
worry,0
worryingly,0
worse,0
worst,0
worthless,0
worthlessly,0
worthlessness,0
wound,0
wound,0
wounds,0
wounds,0
wreck,0
wrath,0
wretch,0
wretched,0
wretchedly,0
wretchedness,0
wrong,0
wrongful,0
wrought,0
wrought,0
yawn,0
zealot,0
zealous,0
zealously,0
abidance,1
abidance,1
abilities,1
ability,1
able,1
above,1
above-average,1
abundant,1
abundance,1
acceptance,1
acceptable,1
accessible,1
acclaim,1
acclaimed,1
accolade,1
accolades,1
accommodative,1
accomplishment,1
accomplishments,1
accordance,1
accordantly,1
accurate,1
accurately,1
achievable,1
achievement,1
achievements,1
acknowledgement,1
active,1
acumen,1
adaptable,1
adaptability,1
adaptive,1
adept,1
adeptly,1
adequate,1
adherence,1
adherent,1
adhesion,1
admirable,1
admirer,1
admirable,1
admirably,1
admiration,1
admiring,1
admiringly,1
admission,1
admission,1
adorable,1
adored,1
adorer,1
adoring,1
adoringly,1
adroit,1
adroitly,1
adulatory,1
advanced,1
advantage,1
advantage,1
advantageous,1
advantages,1
advantages,1
adventure,1
adventure,1
adventuresome,1
adventurism,1
adventurous,1
advice,1
advice,1
advisable,1
advocacy,1
affable,1
affability,1
affably,1
affection,1
affection,1
affectionate,1
affinity,1
affirmation,1
affirmation,1
affirmative,1
affluent,1
affluence,1
affordable,1
afloat,1
agile,1
agilely,1
agility,1
agreeable,1
agreement,1
agreement,1
allowable,1
allure,1
alluring,1
alluringly,1
almighty,1
altruist,1
altruistic,1
altruistically,1
amazed,1
amazement,1
amazing,1
amazingly,1
ambitious,1
ambitious,1
amenable,1
amenity,1
amiability,1
amiabily,1
amiable,1
amicability,1
amicable,1
amicably,1
amity,1
amity,1
amnesty,1
amour,1
ample,1
amply,1
amusement,1
amusement,1
amusing,1
angel,1
angelic,1
animated,1
apostle,1
apostle,1
apotheosis,1
apotheosis,1
appeal,1
appeal,1
appealing,1
appreciable,1
appreciation,1
appreciation,1
appreciative,1
appropriate,1
approval,1
apt,1
aptly,1
aptitude,1
ardent,1
ardently,1
ardor,1
aristocratic,1
arresting,1
articulate,1
ascendant,1
ascendant,1
ascertainable,1
ascertainable,1
aspiration,1
aspirations,1
aspirations,1
assertions,1
assertions,1
assertive,1
asset,1
assiduous,1
assiduously,1
assurance,1
assurance,1
assurances,1
assurances,1
assuredly,1
astonished,1
astonishing,1
astonishingly,1
astonishment,1
astounded,1
